TitleID,ItemID,PageID,HasImage,ZooID
12272,45239,12538577,NO,ASC0000xoh
12272,45239,12538578,NO,ASC0000xiw
12272,45239,12538579,NO,ASC0000xwh
12272,45239,12538580,NO,ASC0000xs7
12272,45239,12538581,NO,ASC0000xgl
12272,45239,12538582,NO,ASC0000xtg
12272,45239,12538583,NO,ASC0000xpp
12272,45239,12538584,NO,ASC0000xox
12272,45239,12538585,NO,ASC0000xne
12272,45239,12538586,NO,ASC0000xj8
12272,45239,12538587,NO,ASC0000xis
12272,45239,12538588,NO,ASC0000xoj
12272,45239,12538589,NO,ASC0000xkp
12272,45239,12538590,NO,ASC0000xqo
12272,45239,12538591,NO,ASC0000xsp
12272,45239,12538592,NO,ASC0000xre
12272,45239,12538593,NO,ASC0000xj6
12272,45239,12538594,NO,ASC0000xq5
12272,45239,12538595,NO,ASC0000xmg
12272,45239,12538596,NO,ASC0000xgi
12272,45239,12538597,NO,ASC0000xsj
12272,45239,12538598,NO,ASC0000xo7
12272,45239,12538599,NO,ASC0000xmv
12272,45239,12538600,NO,ASC0000xtf
12272,45239,12538601,NO,ASC0000xm3
12272,45239,12538602,NO,ASC0000xl8
12272,45239,12538603,YES,ASC0000xjb
12272,45239,12538604,NO,ASC0000xnl
12272,45239,12538605,NO,ASC0000xch
12272,45239,12538606,YES,ASC0000xnw
12272,45239,12538607,NO,ASC0000xhm
12272,45239,12538608,YES,ASC0000xk5
12272,45239,12538609,NO,ASC0000xdd
12272,45239,12538610,YES,ASC0000xns
12272,45239,12538611,YES,ASC0000xp1
12272,45239,12538612,YES,ASC0000xq7
12272,45239,12538613,YES,ASC0000xl1
12272,45239,12538614,NO,ASC0000xr3
12272,45239,12538615,NO,ASC0000xfb
12272,45239,12538616,NO,ASC0000xi7
12272,45239,12538617,NO,ASC0000xu7
12272,45239,12538618,NO,ASC0000xtj
12272,45239,12538619,YES,ASC0000xlg
12272,45239,12538620,NO,ASC0000xmj
12272,45239,12538621,NO,ASC0000xhb
12272,45239,12538622,NO,ASC0000xmw
12272,45239,12538623,NO,ASC0000xmz
12272,45239,12538624,NO,ASC0000xrs
12272,45239,12538625,NO,ASC0000xi5
12272,45239,12538626,NO,ASC0000xxd
12272,45239,12538627,YES,ASC0000xef
12272,45239,12538628,YES,ASC0000xpw
